,CustomerKey,Gender,Name,City,State,Zip Code,Country,Continent,b_day,b_month,b_year
8657,1231909,Female,Andrea McMurray,Overton,Nevada,89040,United States,North America,21,11,1980
8658,1232096,Male,Thomas Donlon,Sacramento,California,95814,United States,North America,8,3,1993
8659,1232128,Male,Tom Thomas,West Palm Beach,Florida,33410,United States,North America,20,2,1938
8660,1232212,Male,David Thoma,Kennewick,Washington,99336,United States,North America,22,11,1943
8661,1232332,Male,Harry Smalley,Goodland,Kansas,67735,United States,North America,22,11,1944
8662,1232357,Male,Robert Baran,Omak,Washington,98841,United States,North America,16,7,1952
8663,1232377,Male,Larry Carlton,Centerville,Virginia,22020,United States,North America,28,5,1993
8664,1232421,Female,Bessie Lowe,Cambridge,Massachusetts,2141,United States,North America,30,12,1993
8665,1232687,Female,Cathy Bailey,Indianapolis,Indiana,46225,United States,North America,6,7,1961
8666,1232857,Female,Jessica Stevenson,Houston,Texas,77032,United States,North America,11,1,1958
8667,1232975,Female,Patricia Post,Tampa,Florida,33602,United States,North America,16,8,1966
8668,1233069,Male,Lance Barton,Dallas,Texas,75207,United States,North America,25,7,2001
8669,1233116,Male,Jay Murillo,Fort Worth,Texas,76102,United States,North America,22,7,2000
8670,1233278,Male,Rick Rawls,Dayton,Ohio,45402,United States,North America,25,9,1945
8671,1233423,Male,Patrick Mill,Stevens Point,Wisconsin,54481,United States,North America,1,7,1998
8672,1233629,Male,John Delaney,Fort Myers,Florida,33905,United States,North America,12,8,1995
8673,1233674,Male,Gary Reynolds,Chicago,Illinois,60605,United States,North America,11,5,1968
8674,1233782,Male,Paul Rodgers,Maple Shade,New Jersey,8052,United States,North America,17,8,1949
8675,1233786,Female,Robin Graham,Maiden,North Carolina,28650,United States,North America,4,7,1990
8676,1233842,Male,William Harrison,Deerfield Beach,Florida,33442,United States,North America,11,3,1951
8677,1233925,Male,Robert Davis,San Marcos,Texas,78666,United States,North America,22,2,2001
8678,1233958,Female,Jacalyn Griffin,Austin,Texas,78701,United States,North America,11,11,1984
8679,1234000,Male,Mark Perkins,Newman,Illinois,61942,United States,North America,21,1,1957
8680,1234127,Male,Johnny Smith,Camp Hill,Pennsylvania,17011,United States,North America,6,3,1977
8681,1234186,Female,Lilia Dickey,Orlando,Florida,32809,United States,North America,24,2,1988
8682,1234232,Male,Hubert Fernandez,Eagleville,Pennsylvania,19403,United States,North America,23,8,1998
8683,1234478,Female,Glynda Lee,Worthington,Ohio,43085,United States,North America,21,12,1962
8684,1234624,Female,Lillian Carroll,Lexington,Kentucky,40505,United States,North America,31,10,1985
8685,1234648,Male,Kurt Leach,Woodbridge,Virginia,22191,United States,North America,23,12,1945
8686,1234718,Female,Mary McDougall,Wooster,Ohio,44691,United States,North America,3,2,1955
8687,1234917,Male,Donald Roberts,Los Angeles,California,90046,United States,North America,30,1,1976
8688,1234949,Female,Ruth Diaz,Houston,Texas,77087,United States,North America,19,8,1951
8689,1234994,Female,Dawn Burke,Ashland,Oregon,97520,United States,North America,30,9,1936
8690,1235071,Male,George Gardner,Westland,Michigan,48185,United States,North America,2,5,1949
8691,1235189,Female,Carolyn Fray,Whitestone,New York,11357,United States,North America,3,12,1966
8692,1235343,Female,Millie McCurry,Corpus Christi,Texas,78476,United States,North America,2,4,1963
8693,1235364,Female,Lori Bivins,Winston Salem,North Carolina,27127,United States,North America,30,8,1970
8694,1235559,Male,Luther Horton,Sedalia,Missouri,65301,United States,North America,5,5,1987
8695,1235636,Male,Vince Toney,Atlanta,Georgia,30303,United States,North America,3,7,1965
8696,1235768,Female,Ruth Gaytan,Chicago,Illinois,60631,United States,North America,11,2,1987
8697,1235846,Female,Rossie Gaona,Schaumburg,Illinois,60173,United States,North America,1,3,1985
8698,1236256,Male,Joseph Hutchens,Golden Valley,Minnesota,55427,United States,North America,8,3,1983
8699,1236601,Female,Norma Fuentes,Northglenn,Colorado,80221,United States,North America,28,11,1986
8700,1236924,Female,Florence Salazar,Geneva,Illinois,60134,United States,North America,13,11,1953
8701,1236959,Male,Ollie O'Sullivan,Midlands,Texas,79756,United States,North America,9,9,1949
8702,1237096,Female,Rosemary Cantu,Columbus,Ohio,43215,United States,North America,6,2,1966
8703,1237493,Female,Janet Galloway,Qulin,Missouri,63961,United States,North America,16,7,1968
8704,1237683,Male,Leroy Cloninger,Hampton,New Hampshire,3842,United States,North America,16,9,1989
8705,1237819,Male,Leonard Anderson,Beltsville,Virginia,20705,United States,North America,6,9,1983
8706,1237927,Female,Stephanie Green,Jackson,Mississippi,39211,United States,North America,19,5,1961
8707,1237959,Female,Cindy Moore,Murphy,North Carolina,28906,United States,North America,7,2,1956
8708,1238419,Female,Susan Ruth,Cleveland,Ohio,44114,United States,North America,28,4,1977
8709,1238645,Female,Elena Williams,Quartzsite,Arizona,85648,United States,North America,29,6,1941
8710,1238858,Male,William King,Globe,Arizona,85501,United States,North America,11,6,1979
8711,1238868,Female,Kathryn Kennedy,Succasunna,New Jersey,7876,United States,North America,24,4,1998
8712,1239188,Male,Luke Waters,New Orleans,Louisiana,70117,United States,North America,2,2,1991
8713,1239282,Male,Antony Burke,Fresno,California,93710,United States,North America,27,8,1979
8714,1239387,Male,Michael Odom,Peoria,Illinois,61602,United States,North America,3,3,1941
8715,1239466,Male,Sheldon Brooks,Waipahu,Hawaii,96797,United States,North America,18,5,1960
8716,1239489,Female,Barbara Latta,New Brighton,Minnesota,55112,United States,North America,11,4,1982
8717,1239615,Female,Frances Herren,Fargo,North Dakota,58102,United States,North America,4,5,1957
8718,1239749,Male,Robert Huerta,San Mateo,California,94403,United States,North America,12,1,1985
8719,1239772,Female,Loretta Krajewski,Columbus,Ohio,43215,United States,North America,18,6,1976
8720,1239780,Female,Janet Weiss,Gast Glacier Park,Montana,59434,United States,North America,27,2,1966
8721,1240089,Male,Raymond Morrison,Columbia,South Carolina,29210,United States,North America,27,11,1953
8722,1240113,Male,Daniel Hays,Three Rivers,Michigan,49093,United States,North America,20,7,1981
8723,1240195,Male,Lewis Sanchez,Philadelphia,Pennsylvania,19131,United States,North America,9,4,1967
8724,1240319,Male,Davis Varley,Seymour,Indiana,47274,United States,North America,29,8,1942
8725,1240329,Female,Amber Hodge,Texarkana,Texas,75501,United States,North America,3,9,1978
8726,1240339,Male,Charles Mosley,Hingham,Massachusetts,2043,United States,North America,26,5,2000
8727,1240472,Male,Donald Stubbs,Plains,Pennsylvania,18705,United States,North America,19,6,1949
8728,1240492,Female,Virginia Dillard,West Portsmouth,Ohio,45663,United States,North America,27,10,1964
8729,1240494,Female,Irene Jones,Rochelle Park,New Jersey,7662,United States,North America,3,7,1940
8730,1240530,Female,Cathy James,Wilmington,Ohio,45177,United States,North America,30,8,1962
8731,1240603,Female,Jennifer Greenway,Flanagan,Illinois,61740,United States,North America,18,6,1978
8732,1240746,Female,Lori Legg,Saginaw,Michigan,48607,United States,North America,27,6,1999
8733,1240776,Female,Heather McIlvain,Moscow Mills,Missouri,63362,United States,North America,20,11,1954
8734,1240904,Male,Marion Stromain,Toms River,New Jersey,8753,United States,North America,23,6,1979
8735,1240910,Male,Wiley Santiago,Atlanta,Georgia,30329,United States,North America,5,12,1949
8736,1241018,Female,Brenda Vowels,Newark,New Jersey,7102,United States,North America,15,6,1943
8737,1241093,Male,Carl Roehl,Greenwood,Mississippi,38930,United States,North America,15,1,1980
8738,1241140,Female,Ruth Lyons,El Paso,Texas,79901,United States,North America,27,3,1980
8739,1241190,Female,Patricia Wyatt,Longview,Texas,75601,United States,North America,29,2,1964
8740,1241253,Female,Christina Custer,Rahway,New Jersey,7065,United States,North America,17,4,1950
8741,1241312,Male,Bobby Todd,Beulaville,North Carolina,28518,United States,North America,9,2,1946
8742,1241542,Female,Pamela Serrano,Utica,New York,13502,United States,North America,14,11,1992
8743,1241547,Female,Nora Jared,Farmingdale,New York,11735,United States,North America,28,12,1972
8744,1241710,Male,Lonny Guynn,Metropolis,Illinois,62960,United States,North America,19,7,1995
8745,1241747,Male,Philip Thomas,Corrigan,Texas,75939,United States,North America,21,4,1993
8746,1241748,Male,William Figueroa,Jackson,Mississippi,39209,United States,North America,25,10,1985
8747,1241860,Male,Michael Garcia,Enid,Oklahoma,73701,United States,North America,9,8,1955
8748,1241863,Female,Dorothy Castro,Lexington,Kentucky,40507,United States,North America,10,12,1992
8749,1242018,Female,Corinna Meaney,White Plains,New York,10601,United States,North America,18,8,1980
8750,1242026,Female,Estefana Riley,Park Ridge,Illinois,60068,United States,North America,23,4,1938
8751,1242050,Female,Marketta Thompson,Southfield,Michigan,48076,United States,North America,16,5,2000
8752,1242225,Female,Jill Gonzalez,Wadena,Minnesota,56482,United States,North America,13,8,1996
8753,1242320,Female,Rebecca Browne,Cliffside Park,New Jersey,7010,United States,North America,8,2,1956
8754,1242463,Female,Meagan Gibson,Harrisburg,Pennsylvania,17111,United States,North America,21,7,1952
8755,1242475,Female,Lisa Spain,Memphis,Tennessee,38115,United States,North America,18,2,1947
8756,1242504,Male,William Kifer,Washington,Washington DC,20009,United States,North America,4,1,1994
8757,1242570,Female,Ericka Wimmer,Worcester,Massachusetts,1608,United States,North America,19,2,1988
8758,1242885,Male,Keith Kitchens,Oak Brook,Illinois,60523,United States,North America,7,10,1945
8759,1242927,Male,Jeffrey White,Los Angeles,California,90022,United States,North America,20,2,1982
8760,1243331,Male,Mark Wiltse,Lansing,Michigan,48906,United States,North America,14,8,1975
8761,1243560,Male,James Melvin,Corsica,Pennsylvania,15829,United States,North America,12,9,1993
8762,1243578,Male,Kristofer Smith,Saint Paul,Minnesota,55114,United States,North America,12,3,1947
8763,1243658,Female,Marie Ervin,Kingman,Arizona,86401,United States,North America,7,8,1946
8764,1243894,Female,Roxie Minton,Midvale,Utah,84047,United States,North America,3,7,1988
8765,1244004,Male,Billy Gonzalez,Houston,Texas,77087,United States,North America,6,7,1992
8766,1244073,Female,Linda Rodrigues,Mesa,Arizona,85225,United States,North America,19,11,1973
8767,1244285,Male,William Brock,Medina,Ohio,44256,United States,North America,28,8,1966
8768,1244511,Male,Eddie Burgess,Los Angeles,California,90017,United States,North America,20,12,1995
8769,1244669,Male,Eddie Johnson,Bedford,Massachusetts,1730,United States,North America,3,11,1991
8770,1245017,Male,Dennis Jones,Toledo,Ohio,43609,United States,North America,30,6,1970
8771,1245138,Male,Chad Fraley,Reno,Nevada,89501,United States,North America,9,8,1968
8772,1245490,Male,Christopher Belote,Denver,Colorado,80239,United States,North America,13,7,1959
8773,1245533,Female,Betty McCabe,Appleton,Wisconsin,54914,United States,North America,5,5,1941
8774,1245575,Male,Harold Smock,Saginaw,Michigan,48607,United States,North America,8,9,1968
8775,1245587,Female,Bonnie Whitehill,Eagleville,Pennsylvania,19403,United States,North America,24,11,1999
8776,1245616,Female,Shannon Hall,Cleveland,Ohio,44115,United States,North America,22,11,1966
8777,1245745,Male,Robert Bryant,Churdan,Iowa,50050,United States,North America,1,4,1952
8778,1245877,Female,Dorothy Scott,Pittsburgh,Pennsylvania,15203,United States,North America,5,8,1958
8779,1245904,Female,Emily Pence,Cincinnati,Ohio,45202,United States,North America,13,8,1990
8780,1246129,Male,Omar Gonzales,San Antonio,Texas,78217,United States,North America,21,10,1971
8781,1246263,Male,Stewart Montemayor,Greenwood,South Carolina,29646,United States,North America,24,8,1980
8782,1246299,Male,Chris Garcia,Winder,Georgia,30680,United States,North America,25,10,2000
8783,1246530,Male,Tony Dee,Duncan,New Mexico,85534,United States,North America,12,3,1989
8784,1246638,Male,Jay McCoy,Salem,Oregon,97301,United States,North America,17,9,1957
8785,1246662,Female,Mary Heaton,Maryland Heights,Missouri,63043,United States,North America,25,4,1981
8786,1246775,Female,Colette Looney,Warrensville Heights,Ohio,44128,United States,North America,25,11,1986
8787,1246890,Male,Howard Cummings,Jefferson City,Missouri,65101,United States,North America,14,1,1975
8788,1247074,Male,Paul Howard,Independence,Ohio,44131,United States,North America,25,3,1948
8789,1247234,Female,Alexandra Lewis,Ipava,Illinois,61441,United States,North America,20,8,1939
8790,1247375,Male,Joseph Kuhl,Russell,Kansas,67665,United States,North America,17,8,1935
8791,1247394,Female,Jessica Bell,Council Bluffs,Iowa,51501,United States,North America,16,6,1987
8792,1247524,Male,Jeffrey James,Deerfield,Illinois,60015,United States,North America,27,11,1976
8793,1247531,Male,Troy Morgan,Jonesboro,Georgia,30236,United States,North America,15,8,1950
8794,1247605,Female,Donna Parker,San Antonio,Texas,78205,United States,North America,31,12,1939
8795,1248024,Female,Tasia Ruby,New York,New York,10013,United States,North America,12,6,1951
8796,1248028,Female,Wanda Palacios,Cicero,Illinois,60650,United States,North America,19,12,1975
8797,1248112,Female,Mary Hamilton,Knoxville,Tennessee,37917,United States,North America,4,8,1943
8798,1248360,Male,David Bass,Harrison,Montana,59735,United States,North America,6,12,1941
8799,1248803,Female,Susan Brown,Johnston,Rhode Island,2919,United States,North America,31,3,1967
8800,1248847,Male,Charles Collins,Eugene,Oregon,97401,United States,North America,2,10,1937
8801,1248961,Male,Leonard Moynihan,El Monte,California,91731,United States,North America,3,6,1957
8802,1249166,Female,Clementina Doss,Maryland Heights,Missouri,63043,United States,North America,18,5,1957
8803,1249186,Male,Scott Blaine,Worcester,Massachusetts,1609,United States,North America,24,1,1944
8804,1249191,Female,Sarah Rollins,Grand Rapids,Michigan,49503,United States,North America,4,4,1988
8805,1249680,Male,Shawn Peluso,Mira Loma,California,91752,United States,North America,8,1,1938
8806,1250029,Male,Thomas Guerra,Monroe,Louisiana,71201,United States,North America,27,5,1947
8807,1250036,Female,Marla Boone,Tulsa,Oklahoma,74120,United States,North America,16,11,1957
8808,1250060,Female,Tracey Ballard,Sacramento,California,95821,United States,North America,7,5,1985
8809,1250408,Female,Julia Huddleston,Honolulu,Hawaii,96815,United States,North America,2,1,2001
8810,1250427,Male,Ray Redmond,Centennial,Colorado,80112,United States,North America,9,6,2001
8811,1250507,Male,James Goodwin,Louisville,Kentucky,40208,United States,North America,16,7,1978
8812,1250603,Male,William Moore,Bridgewater,South Dakota,57319,United States,North America,9,6,1954
8813,1250754,Male,Darren Jenkins,Washington,Maryland,20004,United States,North America,11,9,1941
8814,1250867,Female,Bettie Vizcarrondo,Portville,New York,14770,United States,North America,21,12,1940
8815,1250933,Female,Colleen Mills,Dallas,Texas,75244,United States,North America,5,1,1992
8816,1250940,Female,Ellen Wright,Goshen,New York,10924,United States,North America,25,5,1952
8817,1251181,Female,Shirley Gosha,Elkton,Maryland,21921,United States,North America,25,7,1988
8818,1251211,Male,David Greer,Detroit,Michigan,48219,United States,North America,19,6,1977
8819,1251230,Female,Tiffany Cheshire,Minneapolis,Minnesota,55415,United States,North America,17,2,1935
8820,1251347,Male,Eric Mizell,Dallas,Texas,75208,United States,North America,5,10,1981
8821,1251360,Female,Nancy Waterman,Birmingham,Alabama,35221,United States,North America,7,8,1973
8822,1251392,Female,Annamarie McArdle,Wilmington,North Carolina,28403,United States,North America,5,11,1960
8823,1251398,Male,Joseph Moore,Whitestone,New York,11357,United States,North America,26,7,1967
8824,1251726,Male,Aaron Taylor,Winston Salem,North Carolina,27001,United States,North America,21,11,1961
8825,1251782,Female,Gwendolyn Kruse,Warwick,New York,10990,United States,North America,19,1,1951
8826,1251791,Male,Bruce George,Los Angeles,California,90017,United States,North America,29,4,1942
8827,1251931,Male,Walter Flores,Nashville,Tennessee,37211,United States,North America,21,11,1986
8828,1252167,Female,Mary Gadbois,Jacksonville,Florida,32216,United States,North America,8,9,1979
8829,1252370,Male,Andrew Brown,Metairie,Louisiana,70001,United States,North America,15,10,1937
8830,1252384,Male,Brian Whitman,Denver,Colorado,80216,United States,North America,4,1,1955
8831,1252582,Female,Yvonne Porter,Southfield,Michigan,48034,United States,North America,11,12,1968
8832,1252738,Male,Roy Hammons,Hagerstown,Maryland,21740,United States,North America,27,4,1978
8833,1253166,Male,John Watson,Woburn,Massachusetts,1801,United States,North America,24,4,1966
8834,1253429,Female,Maggie Spencer,Plymouth,Michigan,48170,United States,North America,30,10,1948
8835,1253509,Male,Mitchell Hoover,Dallas,Texas,75202,United States,North America,4,10,1952
8836,1253625,Female,Tracy Rahman,Houston,Texas,77020,United States,North America,23,12,1969
8837,1253680,Male,Louis Denney,Pomona,California,91766,United States,North America,21,5,1953
8838,1253732,Male,James Sullivan,Worthington,Ohio,43085,United States,North America,27,2,1951
8839,1253855,Male,Galen Kurtz,Huron,South Dakota,57350,United States,North America,29,3,1965
8840,1253996,Female,Sherry Merritt,Pena Blanca,New Mexico,87041,United States,North America,11,12,1970
8841,1254069,Female,Diane McKnight,Framingham,Massachusetts,1701,United States,North America,19,9,1943
8842,1254329,Male,Charles Martinez,Acton,Massachusetts,1720,United States,North America,18,3,1998
8843,1254388,Female,Tiffany Alvarez,Jersey City,New Jersey,7306,United States,North America,15,3,1957
8844,1254497,Male,James Loya,Santa Clara,California,95054,United States,North America,29,10,1945
8845,1254510,Male,Thomas Brungardt,Stockton,California,95207,United States,North America,8,10,1977
8846,1254624,Female,Gloria Hughey,Los Angeles,California,90071,United States,North America,7,10,1938
8847,1254806,Male,Gregory Diaz,La Center,Kentucky,42056,United States,North America,29,3,1955
8848,1254923,Male,Charles Bryant,Warsaw,Virginia,22572,United States,North America,13,1,1980
8849,1255045,Male,Paul Denniston,Dillon,Colorado,80435,United States,North America,9,7,1944
8850,1255266,Female,Tisha Hoffman,Brentwood,Tennessee,37027,United States,North America,27,5,1987
8851,1255374,Male,Edward White,Indianapolis,Indiana,46254,United States,North America,10,8,1990
8852,1255402,Female,Jennifer Venable,Memphis,Tennessee,38110,United States,North America,30,11,1997
8853,1255483,Female,Tonya Melancon,Venice,Florida,34285,United States,North America,17,8,1948
8854,1255494,Male,Jerry Small,Mobile,Alabama,36613,United States,North America,21,6,1956
8855,1255497,Female,Dorothy Thayer,Creston,Illinois,61068,United States,North America,23,2,1946
8856,1255674,Male,Charles Alcantar,Little Rock,Arkansas,72211,United States,North America,15,8,1986
8857,1255742,Female,Jessica Bean,Senatobia,Mississippi,38668,United States,North America,30,10,1971
8858,1255805,Female,Jacqueline Maker,Purdy,Missouri,65734,United States,North America,20,11,1946
8859,1256029,Male,Olen Fenderson,Gainesville,Georgia,30501,United States,North America,17,10,1936
8860,1256108,Female,Frances Bellman,Roosevelt,Minnesota,56673,United States,North America,3,11,1980
8861,1256256,Female,Madeline Sluss,Wisconsin Dells,Wisconsin,53965,United States,North America,14,4,1985
8862,1256284,Male,Jay Leroy,Walnut Grove,Minnesota,56180,United States,North America,3,3,1958
8863,1256294,Male,Randy Munoz,Portland,Pennsylvania,97205,United States,North America,26,7,1958
8864,1256645,Male,William Rice,Seattle,Washington,98101,United States,North America,6,11,1980
8865,1256783,Male,George Wicker,Providence,Rhode Island,2908,United States,North America,12,8,1970
8866,1256803,Female,Linsey Sattler,Lyndhurst,New Jersey,7071,United States,North America,18,11,1963
8867,1256860,Male,Allen Drumheller,Columbia,South Carolina,29201,United States,North America,9,10,1965
8868,1257064,Female,Monica Thorn,Washington,Virginia,20004,United States,North America,10,10,1949
8869,1257200,Male,Matthew Novak,Squaw Gap,North Dakota,59270,United States,North America,24,11,1959
8870,1257209,Female,Shawna Smith,North Stratford,Vermont,3590,United States,North America,26,10,1976
8871,1257286,Male,Frank Dematteo,Greenbelt,Maryland,20770,United States,North America,27,9,1999
8872,1257326,Female,Evelyn Tolentino,Milwaukie,Oregon,97222,United States,North America,16,6,1995
8873,1257514,Female,Linda Overly,Atlanta,Georgia,30303,United States,North America,20,11,1988
8874,1257599,Female,Jennifer Blodgett,Bloomington,Indiana,47408,United States,North America,15,11,1960
8875,1257627,Male,William Ferrara,Phoenix,Arizona,85027,United States,North America,6,6,1941
8876,1257713,Male,Emanuel Lewis,Pleasantville,New Jersey,8232,United States,North America,10,6,1987
8877,1258033,Female,Melinda Sandoval,Shreveport,Louisiana,71101,United States,North America,14,2,1963
8878,1258056,Male,Steven Thornton,Reston,Maryland,20191,United States,North America,13,2,1985
8879,1258249,Female,Shawn Esqueda,Towson,Maryland,21204,United States,North America,18,3,1947
8880,1258398,Female,Patricia Stephens,San Simon,Arizona,85632,United States,North America,6,9,1990
8881,1258466,Female,Janet Waddle,San Jose,California,95113,United States,North America,27,11,1990
8882,1258680,Female,Ester Morris,Woburn,Massachusetts,1801,United States,North America,5,11,1937
8883,1258687,Male,Marc Robertson,Massey,Alabama,35622,United States,North America,16,2,1968
8884,1258698,Female,Josie Griffen,Anaheim,California,92801,United States,North America,30,1,1960
8885,1258917,Female,Robin Watkins,Bethlehem,Pennsylvania,18017,United States,North America,20,1,1963
8886,1259204,Female,Florene Cloutier,Weehawken,New Jersey,7087,United States,North America,19,11,1939
8887,1259293,Male,Joseph Johns,Lombard,Illinois,60148,United States,North America,12,7,1948
8888,1259448,Male,Howard Rothe,Machesney Park,Illinois,61115,United States,North America,1,12,1939
8889,1259548,Female,Ellen Parker,Jacksonville,Florida,32218,United States,North America,6,4,2000
8890,1259633,Female,Mary Lucus,Mineola,New York,11501,United States,North America,11,12,1981
8891,1259756,Male,Jim Gonzalez,Athens,Texas,75751,United States,North America,20,10,1950
8892,1259841,Female,Jacqueline Perez,San Antonio,Texas,78202,United States,North America,16,10,1956
8893,1259925,Female,Kristen Sarno,Anaheim,California,92801,United States,North America,1,3,1969
8894,1260058,Female,Elizabeth Veloz,Ocean City,New Jersey,8226,United States,North America,29,10,1982
8895,1260533,Female,Laura Echevarria,Asheboro,North Carolina,27203,United States,North America,5,11,1996
8896,1260588,Female,Berniece Turner,Chicago,Illinois,60607,United States,North America,23,3,1999
8897,1260907,Female,Lucia Figueroa,Oklahoma City,Oklahoma,73102,United States,North America,8,12,1942
8898,1261112,Male,George Fisher,Florence,Kentucky,41042,United States,North America,2,2,1949
8899,1261289,Female,Peggy Hardy,Clinton,Oklahoma,73601,United States,North America,11,4,1963
8900,1261302,Male,Gary Smith,Grand Prairie,Texas,75051,United States,North America,2,8,1948
8901,1261460,Male,Elisha Matos,Birmingham,Alabama,35206,United States,North America,28,7,1938
8902,1261691,Male,Christopher Terrill,Boston,Massachusetts,2210,United States,North America,5,11,1947
8903,1261718,Male,Robert Jacob,San Antonio,Texas,78258,United States,North America,5,6,1977
8904,1261736,Female,Mary Williams,Savannah,Georgia,31401,United States,North America,22,10,1989
8905,1261825,Female,Mary Fuller,Montgomery,Alabama,36109,United States,North America,13,10,1979
8906,1261986,Male,Jerry Hayes,Appleton,Wisconsin,54913,United States,North America,23,2,1973
8907,1262038,Male,Billy Brantley,Joplin,Montana,59531,United States,North America,4,3,1975
8908,1262082,Male,Jason Gill,Garwood,Texas,77442,United States,North America,17,12,1952
8909,1262399,Female,Doreen Fosdick,Malakoff,Texas,75148,United States,North America,19,10,1999
8910,1262414,Male,Jeffrey Ortiz,Wallingford,Connecticut,6492,United States,North America,28,3,1966
8911,1262429,Female,Cynthia Blanton,New York,New York,10011,United States,North America,20,12,1973
8912,1262470,Male,Gary Moyer,Mineola,New York,11501,United States,North America,3,2,1960
8913,1262657,Female,Mary Johnson,Richmond,Minnesota,56368,United States,North America,15,4,1957
8914,1262704,Male,Carl Grimes,Glenwood Springs,Colorado,81601,United States,North America,23,5,1987
8915,1262977,Male,Jerry Hayse,Bellflower,California,90706,United States,North America,11,5,1946
8916,1263104,Male,Gerald Burnham,Spokane Valley,Washington,99206,United States,North America,23,12,1970
8917,1263184,Male,Bruce Gutierrez,Center,Texas,75935,United States,North America,18,10,1948
8918,1263539,Female,Theresa Glover,Quincy,Massachusetts,2169,United States,North America,24,12,1956
8919,1263679,Female,Julia Silverstein,Harrisburg,Ohio,43126,United States,North America,24,12,1998
8920,1263798,Female,Tammy Irizarry,Lahoma,Oklahoma,73754,United States,North America,19,4,1999
8921,1263974,Female,Elizabeth Billy,Fort Walton Beach,Florida,32547,United States,North America,6,9,1970
8922,1264011,Male,Karl Palmer,Mansfield,Ohio,44907,United States,North America,11,8,2001
8923,1264081,Female,Brandi Lopez,Fort Myers,Florida,33901,United States,North America,15,5,1972
8924,1264100,Male,Richard Halterman,Livonia,Michigan,48150,United States,North America,16,4,1963
8925,1264277,Male,Dwight Cook,Thomasboro,Illinois,61878,United States,North America,13,11,1967
8926,1264368,Male,Herbert Hales,Chicago,Illinois,60631,United States,North America,4,12,1983
8927,1264513,Female,Barbara Buse,Huntsville,Alabama,35816,United States,North America,11,4,1958
8928,1264527,Female,Karen George,Boise,Idaho,83716,United States,North America,1,9,1944
8929,1264783,Female,Ernestine Sells,Miami,Florida,33128,United States,North America,2,9,1939
8930,1264784,Male,James Aston,Albany,New York,12207,United States,North America,13,7,1976
8931,1264805,Male,Fletcher Carver,Lexington,Nebraska,68850,United States,North America,23,1,1992
8932,1264862,Male,Clifford Gray,Fort Worth,Texas,76102,United States,North America,3,3,1946
8933,1264875,Male,Billy Willis,Buffalo,New York,14216,United States,North America,25,5,1971
8934,1264890,Male,John Smith,New Haven,Connecticut,6511,United States,North America,7,4,1965
8935,1264949,Female,Gloria Murray,Houma,Louisiana,70360,United States,North America,3,2,1955
8936,1264963,Female,Mary Briggs,Amarillo,Texas,79101,United States,North America,2,2,2001
8937,1264970,Male,Max Cervantes,Bedford,Massachusetts,1730,United States,North America,6,9,1941
8938,1264995,Female,Ellen Groff,Durango,Colorado,81301,United States,North America,10,10,1961
8939,1265115,Male,Scott Collins,Lombard,Illinois,60148,United States,North America,5,7,1937
8940,1265147,Male,Jesse Adams,West Lebanon,New Hampshire,3784,United States,North America,3,11,1987
8941,1265271,Male,Kenneth Lavoie,Columbus,Ohio,43215,United States,North America,20,6,1980
8942,1265357,Female,Julia Peters,Morrilton,Arkansas,72110,United States,North America,11,9,1950
8943,1265799,Male,Michael Pickett,Annapolis,Maryland,21401,United States,North America,2,8,1973
8944,1265898,Female,Virginia Eaker,Sebring,Ohio,44672,United States,North America,19,9,1947
8945,1266006,Male,Juan Wright,Chicago,Illinois,60606,United States,North America,1,12,2001
8946,1266103,Male,David Barnes,Lavergne,Tennessee,37086,United States,North America,3,5,1984
8947,1266191,Male,Charles Meier,Santa Ana,California,92701,United States,North America,4,9,1959
8948,1266410,Male,Joseph James,San Antonio,Texas,78225,United States,North America,9,7,1999
8949,1266756,Female,Sylvia Divine,San Diego,California,92101,United States,North America,30,7,1999
8950,1266796,Male,Jose Hill,Ontario,California,91762,United States,North America,3,10,2001
8951,1266821,Male,Brian Rozell,Maple Shade,New Jersey,8052,United States,North America,10,1,1988
8952,1266939,Male,Juan Green,Tampa,Florida,33634,United States,North America,31,12,1987
8953,1266981,Female,Pauline Smith,Austin,Texas,78746,United States,North America,5,7,1981
8954,1266986,Female,Sasha Stanley,Columbia,South Carolina,29210,United States,North America,29,8,1987
8955,1267352,Male,Reynaldo Champagne,Sissonville,West Virginia,25320,United States,North America,18,10,1952
8956,1267627,Male,Carol Wilson,Washington,Washington DC,20036,United States,North America,15,3,1976
8957,1267678,Female,Sabrina Proto,Atlanta,Georgia,30303,United States,North America,31,10,1954
8958,1267860,Female,Martha Knight,Charlotte,North Carolina,28202,United States,North America,7,12,1948
8959,1267970,Male,William Trask,Lexington,Kentucky,40507,United States,North America,31,3,1969
8960,1267986,Male,Albert Leatherman,North Las Vegas,Nevada,89032,United States,North America,17,9,1944
8961,1268096,Male,Donald White,New York,New York,10022,United States,North America,12,10,1995
8962,1268170,Female,Kristen Pearson,Frederick,Maryland,21701,United States,North America,28,11,1977
8963,1268392,Female,Kecia Morgan,Thomaston,Georgia,30286,United States,North America,1,12,1967
8964,1268661,Male,Michael Whitehurst,Golden Valley,Minnesota,55427,United States,North America,21,2,1957
8965,1268744,Female,Judy Hoag,Los Angeles,California,90071,United States,North America,21,7,1974
8966,1268964,Male,Michael Gonzalez,Gainesville,Florida,32641,United States,North America,6,7,1969
